Mfr Name,Division,Model,Mfr Model Index,Engine Displacement (liters), Cylinders,Transmission, Gears,City Mileage (mpg),Highway Mileage (mpg),Combined Mileage (mpg),Hybrid or Guzzler?,Air Aspiration Method,Transmission Desc,Drive Wheels,Fuel Usage,Fuel Metering System
Nissan,Infiniti,Q50,161,2,4,A,7,23,31,26,No,Turbocharged,Automatic - Selectable,Rear Wheel Drive,Gasoline (Premium Unleaded Required),GDI (Spark Ignition Direct Injection)
Nissan,Infiniti,Q50,131,3,6,A,7,20,29,23,No,Turbocharged,Automatic - Selectable,Rear Wheel Drive,Gasoline (Premium Unleaded Required),GDI (Spark Ignition Direct Injection)
Nissan,Infiniti,Q50 AWD,162,2,4,A,7,22,28,24,No,Turbocharged,Automatic - Selectable,All Wheel Drive,Gasoline (Premium Unleaded Required),GDI (Spark Ignition Direct Injection)
Nissan,Infiniti,Q50 AWD,134,3,6,A,7,19,27,22,No,Turbocharged,Automatic - Selectable,All Wheel Drive,Gasoline (Premium Unleaded Required),GDI (Spark Ignition Direct Injection)
Nissan,Infiniti,Q50S  RED SPORT,133,3,6,A,7,20,26,22,No,Turbocharged,Automatic - Selectable,Rear Wheel Drive,Gasoline (Premium Unleaded Required),GDI (Spark Ignition Direct Injection)
Nissan,Infiniti,Q50S AWD RED SPORT,135,3,6,A,7,19,26,22,No,Turbocharged,Automatic - Selectable,All Wheel Drive,Gasoline (Premium Unleaded Required),GDI (Spark Ignition Direct Injection)
Nissan,Infiniti,Q70,151,3.7,6,A,7,18,25,21,No,Naturally Aspirated,Automatic - Selectable,Rear Wheel Drive,Gasoline (Premium Unleaded Required),MFI (Multipoint/sequential fuel injection)
Nissan,Infiniti,Q70,111,5.6,8,A,7,16,24,19,No,Naturally Aspirated,Automatic - Selectable,Rear Wheel Drive,Gasoline (Premium Unleaded Required),GDI (Spark Ignition Direct Injection)
Nissan,Infiniti,Q70 AWD,152,3.7,6,A,7,18,24,20,No,Naturally Aspirated,Automatic - Selectable,All Wheel Drive,Gasoline (Premium Unleaded Required),MFI (Multipoint/sequential fuel injection)
Nissan,Infiniti,Q70 AWD,112,5.6,8,A,7,16,23,18,No,Naturally Aspirated,Automatic - Selectable,All Wheel Drive,Gasoline (Premium Unleaded Required),GDI (Spark Ignition Direct Injection)
Nissan,Infiniti,Q70 HYBRID,141,3.5,6,A,7,28,33,30,Hybrid,Naturally Aspirated,Automatic - Selectable,Rear Wheel Drive,Gasoline (Premium Unleaded Required),MFI (Multipoint/sequential fuel injection)
Jaguar Land Rover L,Jaguar,XF,265,2,4,A,8,31,42,35,No,Turbocharged,Automatic - Selectable,Rear Wheel Drive,"Diesel, ultra low sulfur (15 ppm, maximum)",CRDI (Common Rail Direct Diesel Injection)
Jaguar Land Rover L,Jaguar,XF,262,3,6,A,8,20,29,23,No,Supercharged,Automatic - Selectable,Rear Wheel Drive,Gasoline (Premium Unleaded Recommended),GDI (Spark Ignition Direct Injection)
