Mfr Name,Division,Model,Mfr Model Index,Engine Displacement (liters), Cylinders,Transmission, Gears,City Mileage (mpg),Highway Mileage (mpg),Combined Mileage (mpg),Hybrid or Guzzler?,Air Aspiration Method,Transmission Desc,Drive Wheels,Fuel Usage,Fuel Metering System
Hyundai,Hyundai,Santa Fe Ultimate FWD,3,3.3,6,A,6,17,23,20,No,Naturally Aspirated,Automatic - Selectable,Front Wheel Drive,Gasoline (Regular Unleaded Recommended),GDI (Spark Ignition Direct Injection)
Hyundai,Hyundai,Tucson Eco FWD,25,1.6,4,A,7,26,32,28,No,Turbocharged,Automated Manual,Front Wheel Drive,Gasoline (Regular Unleaded Recommended),GDI (Spark Ignition Direct Injection)
Hyundai,Hyundai,Tucson FWD,23,1.6,4,A,7,25,30,27,No,Turbocharged,Automated Manual,Front Wheel Drive,Gasoline (Regular Unleaded Recommended),GDI (Spark Ignition Direct Injection)
Hyundai,Hyundai,Tucson FWD,21,2,4,A,6,23,30,26,No,Naturally Aspirated,Automatic - Selectable,Front Wheel Drive,Gasoline (Regular Unleaded Recommended),GDI (Spark Ignition Direct Injection)
Nissan,Infiniti,QX60 FWD,93,3.5,6,C,0,20,27,22,No,Naturally Aspirated,Continuously Variable,Front Wheel Drive,Gasoline (Premium Unleaded Recommended),GDI (Spark Ignition Direct Injection)
Nissan,Infiniti,QX70 RWD,581,3.7,6,A,7,17,24,19,No,Naturally Aspirated,Automatic - Selectable,Rear Wheel Drive,Gasoline (Premium Unleaded Required),MFI (Multipoint/sequential fuel injection)
FCA US LLC,Jeep,Cherokee FWD,29,2.4,4,A,9,21,30,25,No,Naturally Aspirated,Automatic,Front Wheel Drive,Gasoline (Regular Unleaded Recommended),MFI (Multipoint/sequential fuel injection)
FCA US LLC,Jeep,Cherokee FWD,28,2.4,4,A,9,21,30,25,No,Naturally Aspirated,Automatic,Front Wheel Drive,Gasoline (Regular Unleaded Recommended),MFI (Multipoint/sequential fuel injection)
FCA US LLC,Jeep,Cherokee FWD,732,3.2,6,A,9,21,29,24,No,Naturally Aspirated,Automatic,Front Wheel Drive,Gasoline (Mid Grade Unleaded Recommended),MFI (Multipoint/sequential fuel injection)
FCA US LLC,Jeep,Compass FWD,73,2,4,C,0,22,26,24,No,Naturally Aspirated,Continuously Variable,Front Wheel Drive,Gasoline (Regular Unleaded Recommended),MFI (Multipoint/sequential fuel injection)
FCA US LLC,Jeep,Compass FWD,77,2,4,M,5,23,30,25,No,Naturally Aspirated,Manual,Front Wheel Drive,Gasoline (Regular Unleaded Recommended),MFI (Multipoint/sequential fuel injection)
FCA US LLC,Jeep,Compass FWD,688,2.4,4,A,6,21,27,23,No,Naturally Aspirated,Automatic,Front Wheel Drive,Gasoline (Regular Unleaded Recommended),MFI (Multipoint/sequential fuel injection)
FCA US LLC,Jeep,Compass FWD,74,2.4,4,M,5,23,28,25,No,Naturally Aspirated,Manual,Front Wheel Drive,Gasoline (Regular Unleaded Recommended),MFI (Multipoint/sequential fuel injection)
FCA US LLC,Jeep,New Compass 4X2,749,2.4,4,A,6,22,31,25,No,Naturally Aspirated,Automatic,Front Wheel Drive,Gasoline (Regular Unleaded Recommended),MFI (Multipoint/sequential fuel injection)
FCA US LLC,Jeep,New Compass 4X2,750,2.4,4,M,6,23,32,26,No,Naturally Aspirated,Manual,Front Wheel Drive,Gasoline (Regular Unleaded Recommended),MFI (Multipoint/sequential fuel injection)
FCA US LLC,Jeep,Patriot FWD,72,2,4,C,0,22,26,24,No,Naturally Aspirated,Continuously Variable,Front Wheel Drive,Gasoline (Regular Unleaded Recommended),MFI (Multipoint/sequential fuel injection)
FCA US LLC,Jeep,Patriot FWD,78,2,4,M,5,23,30,25,No,Naturally Aspirated,Manual,Front Wheel Drive,Gasoline (Regular Unleaded Recommended),MFI (Multipoint/sequential fuel injection)
FCA US LLC,Jeep,Patriot FWD,686,2.4,4,A,6,21,27,23,No,Naturally Aspirated,Automatic,Front Wheel Drive,Gasoline (Regular Unleaded Recommended),MFI (Multipoint/sequential fuel injection)
FCA US LLC,Jeep,Patriot FWD,75,2.4,4,M,5,23,28,25,No,Naturally Aspirated,Manual,Front Wheel Drive,Gasoline (Regular Unleaded Recommended),MFI (Multipoint/sequential fuel injection)
FCA US LLC,Jeep,Renegade 4x2,31,1.4,4,M,6,24,31,26,No,Turbocharged,Manual,Front Wheel Drive,Gasoline (Premium Unleaded Recommended),MFI (Multipoint/sequential fuel injection)
FCA US LLC,Jeep,Renegade 4x2,27,2.4,4,A,9,22,30,25,No,Naturally Aspirated,Automatic,Front Wheel Drive,Gasoline (Regular Unleaded Recommended),MFI (Multipoint/sequential fuel injection)
Hyundai,Kia,Sorento FWD,11,2,4,A,6,20,27,23,No,Turbocharged,Automatic - Selectable,Front Wheel Drive,Gasoline (Regular Unleaded Recommended),GDI (Spark Ignition Direct Injection)
Hyundai,Kia,Sorento FWD,13,2.4,4,A,6,21,28,24,No,Naturally Aspirated,Automatic - Selectable,Front Wheel Drive,Gasoline (Regular Unleaded Recommended),GDI (Spark Ignition Direct Injection)
Hyundai,Kia,Sorento FWD,16,3.3,6,A,6,18,25,20,No,Naturally Aspirated,Automatic - Selectable,Front Wheel Drive,Gasoline (Regular Unleaded Recommended),GDI (Spark Ignition Direct Injection)
Hyundai,Kia,Sportage FE FWD,4,2.4,4,A,6,23,30,26,No,Naturally Aspirated,Automatic - Selectable,Front Wheel Drive,Gasoline (Regular Unleaded Recommended),GDI (Spark Ignition Direct Injection)
Hyundai,Kia,Sportage FWD,6,2,4,A,6,21,26,23,No,Turbocharged,Automatic - Selectable,Front Wheel Drive,Gasoline (Regular Unleaded Recommended),GDI (Spark Ignition Direct Injection)
Hyundai,Kia,Sportage FWD,2,2.4,4,A,6,22,29,25,No,Naturally Aspirated,Automatic - Selectable,Front Wheel Drive,Gasoline (Regular Unleaded Recommended),GDI (Spark Ignition Direct Injection)
Toyota,Lexus,NX 200t,73,2,4,A,6,22,28,25,No,Turbocharged,Automatic - Selectable,Front Wheel Drive,Gasoline (Premium Unleaded Required),GDPI (Spark Ignition direct & ported injection)
Toyota,Lexus,RX 350,23,3.5,6,A,8,20,27,23,No,Naturally Aspirated,Automatic - Selectable,Front Wheel Drive,Gasoline (Regular Unleaded Recommended),GDPI (Spark Ignition direct & ported injection)
Ford Motor Company,Lincoln,MKC  FWD,136,2,4,A,6,21,28,23,No,Turbocharged,Automatic - Selectable,Front Wheel Drive,Gasoline (Regular Unleaded Recommended),GDI (Spark Ignition Direct Injection)
Ford Motor Company,Lincoln,MKX FWD,159,2.7,6,A,6,18,25,20,No,Turbocharged,Automatic - Selectable,Front Wheel Drive,Gasoline (Regular Unleaded Recommended),GDI (Spark Ignition Direct Injection)
Ford Motor Company,Lincoln,MKX FWD,157,3.7,6,A,6,17,25,20,No,Naturally Aspirated,Automatic - Selectable,Front Wheel Drive,Gasoline (Regular Unleaded Recommended),MFI (Multipoint/sequential fuel injection)
Mazda,Mazda,CX-5 2WD,22,2.5,4,A,6,24,31,27,No,Naturally Aspirated,Automatic - Selectable,Front Wheel Drive,Gasoline (Regular Unleaded Recommended),GDI (Spark Ignition Direct Injection)
Mazda,Mazda,CX-9 2WD,20,2.5,4,A,6,22,28,24,No,Turbocharged,Automatic - Selectable,Front Wheel Drive,Gasoline (Regular Unleaded Recommended),GDI (Spark Ignition Direct Injection)
Mercedes-Benz,Mercedes-Benz,GLC 300,111,2,4,A,9,22,28,24,No,Turbocharged,Automatic,Rear Wheel Drive,Gasoline (Premium Unleaded Required),GDI (Spark Ignition Direct Injection)
Mitsubishi,Mitsubishi,OUTLANDER 2WD,211,2.4,4,C,0,25,30,27,No,Naturally Aspirated,Continuously Variable,Front Wheel Drive,Gasoline (Regular Unleaded Recommended),MFI (Multipoint/sequential fuel injection)
Mitsubishi,Mitsubishi,OUTLANDER SPORT 2WD,222,2,4,C,0,24,30,27,No,Naturally Aspirated,Continuously Variable,Front Wheel Drive,Gasoline (Regular Unleaded Recommended),MFI (Multipoint/sequential fuel injection)
Mitsubishi,Mitsubishi,OUTLANDER SPORT 2WD,221,2,4,M,5,23,29,25,No,Naturally Aspirated,Manual,Front Wheel Drive,Gasoline (Regular Unleaded Recommended),MFI (Multipoint/sequential fuel injection)
Mitsubishi,Mitsubishi,OUTLANDER SPORT 2WD,225,2.4,4,C,0,23,28,25,No,Naturally Aspirated,Continuously Variable,Front Wheel Drive,Gasoline (Regular Unleaded Recommended),MFI (Multipoint/sequential fuel injection)
Nissan,Nissan,PATHFINDER 2WD,591,3.5,6,C,0,20,27,23,No,Naturally Aspirated,Continuously Variable,Front Wheel Drive,Gasoline (Regular Unleaded Recommended),GDI (Spark Ignition Direct Injection)
Nissan,Nissan,ROGUE FWD,81,2.5,4,C,0,26,33,29,No,Naturally Aspirated,Continuously Variable,Front Wheel Drive,Gasoline (Regular Unleaded Recommended),MFI (Multipoint/sequential fuel injection)
Nissan,Nissan,ROGUE FWD Hybrid,782,2,4,C,0,33,35,34,Hybrid,Naturally Aspirated,Continuously Variable,Front Wheel Drive,Gasoline (Regular Unleaded Recommended),GDI (Spark Ignition Direct Injection)
Toyota,Toyota,HIGHLANDER,100,2.7,4,A,6,20,24,22,No,Naturally Aspirated,Automatic - Selectable,Front Wheel Drive,Gasoline (Regular Unleaded Recommended),MFI (Multipoint/sequential fuel injection)
Toyota,Toyota,HIGHLANDER,113,3.5,6,A,8,20,27,23,No,Naturally Aspirated,Automatic - Selectable,Front Wheel Drive,Gasoline (Regular Unleaded Recommended),GDPI (Spark Ignition direct & ported injection)
Toyota,Toyota,HIGHLANDER LE/XLE/SE/LTD,112,3.5,6,A,8,21,27,23,No,Naturally Aspirated,Automatic - Selectable,Front Wheel Drive,Gasoline (Regular Unleaded Recommended),GDPI (Spark Ignition direct & ported injection)
Toyota,Toyota,RAV4,93,2.5,4,A,6,23,29,25,No,Naturally Aspirated,Automatic - Selectable,Front Wheel Drive,Gasoline (Regular Unleaded Recommended),MFI (Multipoint/sequential fuel injection)
Toyota,Toyota,RAV4 LE/XLE,96,2.5,4,A,6,23,30,26,No,Naturally Aspirated,Automatic - Selectable,Front Wheel Drive,Gasoline (Regular Unleaded Recommended),MFI (Multipoint/sequential fuel injection)
Volkswagen Group,Volkswagen,Tiguan,21,2,4,A,6,20,24,22,No,Turbocharged,Automatic - Selectable,Front Wheel Drive,Gasoline (Premium Unleaded Recommended),GDI (Spark Ignition Direct Injection)
Volvo,Volvo,XC60 FWD,90,2,4,A,8,23,30,26,No,Turbocharged,Automatic - Selectable,Front Wheel Drive,Gasoline (Regular Unleaded Recommended),GDI (Spark Ignition Direct Injection)
Honda,Acura,MDX AWD,53,3,6,A,7,26,27,27,No,Naturally Aspirated,Automated Manual,All Wheel Drive,Gasoline (Premium Unleaded Recommended),MFI (Multipoint/sequential fuel injection)
Honda,Acura,MDX AWD,23,3.5,6,A,9,18,26,21,No,Naturally Aspirated,Automatic - Selectable,All Wheel Drive,Gasoline (Premium Unleaded Recommended),GDI (Spark Ignition Direct Injection)
Honda,Acura,MDX AWD,22,3.5,6,A,9,19,26,22,No,Naturally Aspirated,Automatic - Selectable,All Wheel Drive,Gasoline (Premium Unleaded Recommended),GDI (Spark Ignition Direct Injection)
Honda,Acura,RDX AWD,2,3.5,6,A,6,19,27,22,No,Naturally Aspirated,Automatic - Selectable,All Wheel Drive,Gasoline (Premium Unleaded Recommended),MFI (Multipoint/sequential fuel injection)
Volkswagen Group,Audi,Q5,55,2,4,A,8,20,27,22,No,Turbocharged,Automatic - Selectable,All Wheel Drive,Gasoline (Premium Unleaded Recommended),GDI (Spark Ignition Direct Injection)
Volkswagen Group,Audi,Q5,66,3,6,A,8,18,26,21,No,Supercharged,Automatic - Selectable,All Wheel Drive,Gasoline (Premium Unleaded Recommended),GDI (Spark Ignition Direct Injection)
Volkswagen Group,Audi,SQ5,67,3,6,A,8,17,24,19,No,Supercharged,Automatic - Selectable,All Wheel Drive,Gasoline (Premium Unleaded Recommended),GDI (Spark Ignition Direct Injection)
BMW,BMW,X3 xDrive28i,370,2,4,A,8,21,28,24,No,Turbocharged,Automatic - Selectable,All Wheel Drive,Gasoline (Premium Unleaded Recommended),GDI (Spark Ignition Direct Injection)
BMW,BMW,X3 xDrive35i,372,3,6,A,8,19,26,21,No,Turbocharged,Automatic - Selectable,All Wheel Drive,Gasoline (Premium Unleaded Recommended),GDI (Spark Ignition Direct Injection)
BMW,BMW,X4 M40i,473,3,6,A,8,19,26,21,No,Turbocharged,Automatic - Selectable,All Wheel Drive,Gasoline (Premium Unleaded Recommended),GDI (Spark Ignition Direct Injection)
BMW,BMW,X4 xDrive28i,470,2,4,A,8,20,27,23,No,Turbocharged,Automatic - Selectable,All Wheel Drive,Gasoline (Premium Unleaded Recommended),GDI (Spark Ignition Direct Injection)
General Motors,Buick,ENCORE AWD,645,1.4,4,A,6,26,31,28,No,Turbocharged,Automatic - Selectable,All Wheel Drive,Gasoline (Regular Unleaded Recommended),GDI (Spark Ignition Direct Injection)
General Motors,Buick,ENCORE AWD,646,1.4,4,A,6,24,30,27,No,Turbocharged,Automatic - Selectable,All Wheel Drive,Gasoline (Regular Unleaded Recommended),MFI (Multipoint/sequential fuel injection)
General Motors,Buick,ENVISION AWD,640,2,4,A,6,20,26,22,No,Turbocharged,Automatic,All Wheel Drive,Gasoline (Premium Unleaded Required),GDI (Spark Ignition Direct Injection)
General Motors,Buick,ENVISION AWD,539,2.5,4,A,6,21,28,24,No,Naturally Aspirated,Automatic,All Wheel Drive,Gasoline (Regular Unleaded Recommended),GDI (Spark Ignition Direct Injection)
General Motors,Cadillac,XT5 AWD,501,3.6,6,A,8,18,26,21,No,Naturally Aspirated,Automatic - Selectable,All Wheel Drive,Gasoline (Regular Unleaded Recommended),GDI (Spark Ignition Direct Injection)
General Motors,Chevrolet,EQUINOX AWD,621,2.4,4,A,6,20,28,23,No,Naturally Aspirated,Automatic,All Wheel Drive,Gasoline (Regular Unleaded Recommended),GDI (Spark Ignition Direct Injection)
General Motors,Chevrolet,EQUINOX AWD,542,2.4,4,A,6,20,28,23,No,Naturally Aspirated,Automatic,All Wheel Drive,Gasoline (Regular Unleaded Recommended),GDI (Spark Ignition Direct Injection)
General Motors,Chevrolet,EQUINOX AWD,82,3.6,6,A,6,16,23,18,No,Naturally Aspirated,Automatic,All Wheel Drive,Gasoline (Regular Unleaded Recommended),GDI (Spark Ignition Direct Injection)
General Motors,Chevrolet,TRAX AWD,647,1.4,4,A,6,24,30,27,No,Turbocharged,Automatic - Selectable,All Wheel Drive,Gasoline (Regular Unleaded Recommended),MFI (Multipoint/sequential fuel injection)
FCA US LLC,Dodge,Journey AWD,501,3.6,6,A,6,16,24,19,No,Naturally Aspirated,Automatic,All Wheel Drive,Gasoline (Regular Unleaded Recommended),MFI (Multipoint/sequential fuel injection)
FCA US LLC,Fiat,500X AWD,505,2.4,4,A,9,21,29,24,No,Naturally Aspirated,Automatic,All Wheel Drive,Gasoline (Regular Unleaded Recommended),MFI (Multipoint/sequential fuel injection)
Ford Motor Company,Ford,EDGE AWD,273,2,4,A,6,20,27,23,No,Turbocharged,Automatic - Selectable,All Wheel Drive,Gasoline (Regular Unleaded Recommended),GDI (Spark Ignition Direct Injection)
Ford Motor Company,Ford,EDGE AWD,275,2.7,6,A,6,17,24,20,No,Turbocharged,Automatic - Selectable,All Wheel Drive,Gasoline (Regular Unleaded Recommended),GDI (Spark Ignition Direct Injection)
Ford Motor Company,Ford,EDGE AWD,274,3.5,6,A,6,17,24,19,No,Naturally Aspirated,Automatic - Selectable,All Wheel Drive,Gasoline (Regular Unleaded Recommended),MFI (Multipoint/sequential fuel injection)
Ford Motor Company,Ford,ESCAPE AWD,147,1.5,4,A,6,22,28,24,No,Turbocharged,Automatic - Selectable,All Wheel Drive,Gasoline (Regular Unleaded Recommended),GDI (Spark Ignition Direct Injection)
Ford Motor Company,Ford,ESCAPE AWD,146,2,4,A,6,20,27,23,No,Turbocharged,Automatic - Selectable,All Wheel Drive,Gasoline (Regular Unleaded Recommended),GDI (Spark Ignition Direct Injection)
General Motors,GMC,TERRAIN AWD,543,2.4,4,A,6,20,28,23,No,Naturally Aspirated,Automatic,All Wheel Drive,Gasoline (Regular Unleaded Recommended),GDI (Spark Ignition Direct Injection)
General Motors,GMC,TERRAIN AWD,83,3.6,6,A,6,16,23,18,No,Naturally Aspirated,Automatic,All Wheel Drive,Gasoline (Regular Unleaded Recommended),GDI (Spark Ignition Direct Injection)
Honda,Honda,CR-V AWD,51,1.5,4,C,0,27,33,29,No,Turbocharged,Continuously Variable,All Wheel Drive,Gasoline (Regular Unleaded Recommended),GDI (Spark Ignition Direct Injection)
Honda,Honda,CR-V AWD,49,2.4,4,C,0,25,31,27,No,Naturally Aspirated,Continuously Variable,All Wheel Drive,Gasoline (Regular Unleaded Recommended),GDI (Spark Ignition Direct Injection)
Honda,Honda,PILOT AWD,47,3.5,6,A,6,18,26,21,No,Naturally Aspirated,Automatic,All Wheel Drive,Gasoline (Regular Unleaded Recommended),GDI (Spark Ignition Direct Injection)
Honda,Honda,PILOT AWD,46,3.5,6,A,9,19,26,22,No,Naturally Aspirated,Automatic - Selectable,All Wheel Drive,Gasoline (Regular Unleaded Recommended),GDI (Spark Ignition Direct Injection)
Hyundai,Hyundai,Santa Fe AWD,2,3.3,6,A,6,18,24,20,No,Naturally Aspirated,Automatic - Selectable,All Wheel Drive,Gasoline (Regular Unleaded Recommended),GDI (Spark Ignition Direct Injection)
Hyundai,Hyundai,Santa Fe Sport AWD,8,2,4,A,6,19,26,22,No,Turbocharged,Automatic - Selectable,All Wheel Drive,Gasoline (Regular Unleaded Recommended),GDI (Spark Ignition Direct Injection)
Hyundai,Hyundai,Santa Fe Sport AWD,6,2.4,4,A,6,20,26,22,No,Naturally Aspirated,Automatic - Selectable,All Wheel Drive,Gasoline (Regular Unleaded Recommended),GDI (Spark Ignition Direct Injection)
Hyundai,Hyundai,Santa Fe Sport ULTIMATE AWD,10,2,4,A,6,19,24,21,No,Turbocharged,Automatic - Selectable,All Wheel Drive,Gasoline (Regular Unleaded Recommended),GDI (Spark Ignition Direct Injection)
Hyundai,Hyundai,Santa Fe Ultimate AWD,4,3.3,6,A,6,17,22,19,No,Naturally Aspirated,Automatic - Selectable,All Wheel Drive,Gasoline (Regular Unleaded Recommended),GDI (Spark Ignition Direct Injection)
Hyundai,Hyundai,Tucson AWD,22,1.6,4,A,7,24,28,25,No,Turbocharged,Automated Manual,All Wheel Drive,Gasoline (Regular Unleaded Recommended),GDI (Spark Ignition Direct Injection)
Hyundai,Hyundai,Tucson AWD,20,2,4,A,6,21,26,23,No,Naturally Aspirated,Automatic - Selectable,All Wheel Drive,Gasoline (Regular Unleaded Recommended),GDI (Spark Ignition Direct Injection)
Hyundai,Hyundai,Tucson Eco AWD,24,1.6,4,A,7,25,30,27,No,Turbocharged,Automated Manual,All Wheel Drive,Gasoline (Regular Unleaded Recommended),GDI (Spark Ignition Direct Injection)
Nissan,Infiniti,QX60 AWD,94,3.5,6,C,0,19,26,22,No,Naturally Aspirated,Continuously Variable,All Wheel Drive,Gasoline (Premium Unleaded Recommended),GDI (Spark Ignition Direct Injection)
Nissan,Infiniti,QX70 AWD,582,3.7,6,A,7,16,22,18,No,Naturally Aspirated,Automatic - Selectable,All Wheel Drive,Gasoline (Premium Unleaded Required),MFI (Multipoint/sequential fuel injection)
Jaguar Land Rover L,Jaguar,F-Pace,762,2,4,A,8,26,33,29,No,Turbocharged,Automatic - Selectable,All Wheel Drive,"Diesel, ultra low sulfur (15 ppm, maximum)",CRDI (Common Rail Direct Diesel Injection)
Jaguar Land Rover L,Jaguar,F-Pace,761,3,6,A,8,18,23,20,No,Supercharged,Automatic - Selectable,All Wheel Drive,Gasoline (Premium Unleaded Recommended),GDI (Spark Ignition Direct Injection)
FCA US LLC,Jeep,Cherokee 4X4,513,2.4,4,A,9,21,28,23,No,Naturally Aspirated,Automatic,All Wheel Drive,Gasoline (Regular Unleaded Recommended),MFI (Multipoint/sequential fuel injection)
FCA US LLC,Jeep,Cherokee 4X4,512,2.4,4,A,9,21,28,23,No,Naturally Aspirated,Automatic,All Wheel Drive,Gasoline (Regular Unleaded Recommended),MFI (Multipoint/sequential fuel injection)
FCA US LLC,Jeep,Cherokee 4X4,718,3.2,6,A,9,20,27,23,No,Naturally Aspirated,Automatic,All Wheel Drive,Gasoline (Mid Grade Unleaded Recommended),MFI (Multipoint/sequential fuel injection)
FCA US LLC,Jeep,Cherokee 4x4 Active Drive II,514,2.4,4,A,9,21,27,23,No,Naturally Aspirated,Automatic,4 Wheel Drive,Gasoline (Regular Unleaded Recommended),MFI (Multipoint/sequential fuel injection)
FCA US LLC,Jeep,Cherokee 4x4 Active Drive II,720,3.2,6,A,9,18,26,21,No,Naturally Aspirated,Automatic,4 Wheel Drive,Gasoline (Mid Grade Unleaded Recommended),MFI (Multipoint/sequential fuel injection)
FCA US LLC,Jeep,Cherokee Trailhawk 4X4,515,2.4,4,A,9,19,25,22,No,Naturally Aspirated,Automatic,4 Wheel Drive,Gasoline (Regular Unleaded Recommended),MFI (Multipoint/sequential fuel injection)
FCA US LLC,Jeep,Cherokee Trailhawk 4X4,722,3.2,6,A,9,18,24,21,No,Naturally Aspirated,Automatic,4 Wheel Drive,Gasoline (Mid Grade Unleaded Recommended),MFI (Multipoint/sequential fuel injection)
FCA US LLC,Jeep,Compass 4X4,697,2.4,4,A,6,20,25,22,No,Naturally Aspirated,Automatic,4 Wheel Drive,Gasoline (Regular Unleaded Recommended),MFI (Multipoint/sequential fuel injection)
FCA US LLC,Jeep,Compass 4X4,685,2.4,4,C,0,20,23,21,No,Naturally Aspirated,Continuously Variable,4 Wheel Drive,Gasoline (Regular Unleaded Recommended),MFI (Multipoint/sequential fuel injection)
FCA US LLC,Jeep,Compass 4X4,698,2.4,4,M,5,22,27,24,No,Naturally Aspirated,Manual,All Wheel Drive,Gasoline (Regular Unleaded Recommended),MFI (Multipoint/sequential fuel injection)
FCA US LLC,Jeep,New Compass 4X4,776,2.4,4,A,9,22,30,25,No,Naturally Aspirated,Automatic,All Wheel Drive,Gasoline (Regular Unleaded Recommended),MFI (Multipoint/sequential fuel injection)
FCA US LLC,Jeep,New Compass 4X4,777,2.4,4,M,6,22,31,25,No,Naturally Aspirated,Manual,All Wheel Drive,Gasoline (Regular Unleaded Recommended),MFI (Multipoint/sequential fuel injection)
FCA US LLC,Jeep,Patriot 4X4,682,2.4,4,A,6,20,25,22,No,Naturally Aspirated,Automatic,4 Wheel Drive,Gasoline (Regular Unleaded Recommended),MFI (Multipoint/sequential fuel injection)
FCA US LLC,Jeep,Patriot 4X4,773,2.4,4,C,0,20,23,21,No,Naturally Aspirated,Continuously Variable,4 Wheel Drive,Gasoline (Regular Unleaded Recommended),MFI (Multipoint/sequential fuel injection)
FCA US LLC,Jeep,Patriot 4X4,684,2.4,4,M,5,22,27,24,No,Naturally Aspirated,Manual,All Wheel Drive,Gasoline (Regular Unleaded Recommended),MFI (Multipoint/sequential fuel injection)
FCA US LLC,Jeep,Renegade 4x4,506,1.4,4,M,6,24,31,26,No,Turbocharged,Manual,All Wheel Drive,Gasoline (Premium Unleaded Recommended),MFI (Multipoint/sequential fuel injection)
FCA US LLC,Jeep,Renegade 4x4,507,2.4,4,A,9,21,29,24,No,Naturally Aspirated,Automatic,All Wheel Drive,Gasoline (Regular Unleaded Recommended),MFI (Multipoint/sequential fuel injection)
FCA US LLC,Jeep,Wrangler 4X4,508,3.6,6,A,5,17,21,18,No,Naturally Aspirated,Automatic,4 Wheel Drive,Gasoline (Regular Unleaded Recommended),MFI (Multipoint/sequential fuel injection)
FCA US LLC,Jeep,Wrangler 4X4,509,3.6,6,M,6,17,21,18,No,Naturally Aspirated,Manual,4 Wheel Drive,Gasoline (Regular Unleaded Recommended),MFI (Multipoint/sequential fuel injection)
FCA US LLC,Jeep,Wrangler Unlimited 4X4,510,3.6,6,A,5,16,20,18,No,Naturally Aspirated,Automatic,4 Wheel Drive,Gasoline (Regular Unleaded Recommended),MFI (Multipoint/sequential fuel injection)
FCA US LLC,Jeep,Wrangler Unlimited 4X4,511,3.6,6,M,6,16,21,18,No,Naturally Aspirated,Manual,4 Wheel Drive,Gasoline (Regular Unleaded Recommended),MFI (Multipoint/sequential fuel injection)
Hyundai,Kia,Sorento AWD,10,2,4,A,6,19,25,22,No,Turbocharged,Automatic - Selectable,All Wheel Drive,Gasoline (Regular Unleaded Recommended),GDI (Spark Ignition Direct Injection)
Hyundai,Kia,Sorento AWD,12,2.4,4,A,6,21,25,22,No,Naturally Aspirated,Automatic - Selectable,All Wheel Drive,Gasoline (Regular Unleaded Recommended),GDI (Spark Ignition Direct Injection)
Hyundai,Kia,Sorento AWD,14,3.3,6,A,6,17,23,19,No,Naturally Aspirated,Automatic - Selectable,All Wheel Drive,Gasoline (Regular Unleaded Recommended),GDI (Spark Ignition Direct Injection)
Hyundai,Kia,Sorento AWD FE,15,3.3,6,A,6,18,25,21,No,Naturally Aspirated,Automatic - Selectable,All Wheel Drive,Gasoline (Regular Unleaded Recommended),GDI (Spark Ignition Direct Injection)
Hyundai,Kia,Sportage AWD,5,2,4,A,6,20,23,21,No,Turbocharged,Automatic - Selectable,All Wheel Drive,Gasoline (Regular Unleaded Recommended),GDI (Spark Ignition Direct Injection)
Hyundai,Kia,Sportage AWD,1,2.4,4,A,6,21,25,23,No,Naturally Aspirated,Automatic - Selectable,All Wheel Drive,Gasoline (Regular Unleaded Recommended),GDI (Spark Ignition Direct Injection)
Hyundai,Kia,Sportage FE AWD,3,2.4,4,A,6,21,25,22,No,Naturally Aspirated,Automatic - Selectable,All Wheel Drive,Gasoline (Regular Unleaded Recommended),GDI (Spark Ignition Direct Injection)
Jaguar Land Rover L,Land Rover,Discovery Sport,15,2,4,A,9,20,25,22,No,Turbocharged,Automatic - Selectable,4 Wheel Drive,Gasoline (Premium Unleaded Recommended),GDI (Spark Ignition Direct Injection)
Jaguar Land Rover L,Land Rover,Range Rover Evoque,70,2,4,A,9,21,29,24,No,Turbocharged,Automatic - Selectable,4 Wheel Drive,Gasoline (Premium Unleaded Required),GDI (Spark Ignition Direct Injection)
Jaguar Land Rover L,Land Rover,Range Rover Evoque Cabriolet,71,2,4,A,9,20,28,23,No,Turbocharged,Automatic - Selectable,4 Wheel Drive,Gasoline (Premium Unleaded Required),GDI (Spark Ignition Direct Injection)
Toyota,Lexus,NX 200t AWD,74,2,4,A,6,22,28,24,No,Turbocharged,Automatic - Selectable,All Wheel Drive,Gasoline (Premium Unleaded Required),GDPI (Spark Ignition direct & ported injection)
Toyota,Lexus,NX 200t AWD F SPORT,75,2,4,A,6,22,27,24,No,Turbocharged,Automatic - Selectable,All Wheel Drive,Gasoline (Premium Unleaded Required),GDPI (Spark Ignition direct & ported injection)
Toyota,Lexus,NX 300h AWD,82,2.5,4,C,0,33,30,31,Hybrid,Naturally Aspirated,Continuously Variable,All Wheel Drive,Gasoline (Regular Unleaded Recommended),MFI (Multipoint/sequential fuel injection)
Toyota,Lexus,RX 350 AWD,24,3.5,6,A,8,19,26,22,No,Naturally Aspirated,Automatic - Selectable,All Wheel Drive,Gasoline (Regular Unleaded Recommended),GDPI (Spark Ignition direct & ported injection)
Ford Motor Company,Lincoln,MKC  AWD,142,2,4,A,6,19,25,22,No,Turbocharged,Automatic - Selectable,All Wheel Drive,Gasoline (Regular Unleaded Recommended),GDI (Spark Ignition Direct Injection)
Ford Motor Company,Lincoln,MKC  AWD,134,2,4,A,6,19,25,21,No,Turbocharged,Automatic - Selectable,All Wheel Drive,Gasoline (Regular Unleaded Recommended),GDI (Spark Ignition Direct Injection)
